Trackers

Push ups
05.03.21,09:02,19
05.03.21,09:02,22
05.03.21,09:02,34
04.03.21,09:02,16
04.03.21,09:02,20
04.03.21,09:02,33
02.03.21,08:57,18
02.03.21,08:57,22
02.03.21,08:57,33
01.03.21,09:03,18
01.03.21,09:03,23
01.03.21,09:03,35
26.02.21,08:59,21
26.02.21,08:59,22
26.02.21,08:59,33
25.02.21,08:56,16
25.02.21,08:56,21
25.02.21,08:56,33
23.02.21,09:14,19
23.02.21,09:14,18
23.02.21,09:13,32
22.02.21,08:59,19
22.02.21,08:59,22
22.02.21,08:59,32
18.02.21,09:00,15
18.02.21,09:00,20
18.02.21,09:00,30
16.02.21,08:59,19
16.02.21,08:59,22
16.02.21,08:59,31
15.02.21,09:06,18
15.02.21,09:06,20
15.02.21,09:05,31
12.02.21,08:56,16
12.02.21,08:55,18
12.02.21,08:55,33
11.02.21,08:53,15
11.02.21,08:53,21
11.02.21,08:52,29
08.02.21,09:10,16
08.02.21,09:10,22
08.02.21,09:10,31
05.02.21,09:00,13
05.02.21,09:00,18
05.02.21,09:00,29
04.02.21,12:23,15
04.02.21,12:23,16
04.02.21,12:22,25
03.02.21,09:05,17
03.02.21,09:05,19
03.02.21,09:05,29
29.01.21,09:06,15
29.01.21,09:06,20
29.01.21,09:06,28
28.01.21,09:14,14
28.01.21,09:14,15
28.01.21,09:14,30
26.01.21,15:54,12
26.01.21,15:54,20
26.01.21,15:54,30
25.01.21,08:55,14
25.01.21,08:54,19
25.01.21,08:54,30
21.01.21,09:12,16
21.01.21,09:12,18
21.01.21,09:12,28
20.01.21,09:10,15
20.01.21,09:09,16
20.01.21,09:09,26
19.01.21,08:58,13
19.01.21,08:58,15
19.01.21,08:58,27
18.01.21,09:07,11
18.01.21,09:07,16
18.01.21,09:07,23
08.01.21,08:55,17
08.01.21,08:55,20
08.01.21,08:55,28
07.01.21,08:57,16
07.01.21,08:57,20
07.01.21,08:57,30
06.01.21,08:59,16
06.01.21,08:59,20
06.01.21,08:59,29
05.01.21,09:14,14
05.01.21,09:14,19
05.01.21,09:14,27
04.01.21,09:02,12
04.01.21,09:02,16
04.01.21,09:02,26
30.12.20,09:00,16
30.12.20,09:00,19
30.12.20,09:00,28
29.12.20,08:56,16
29.12.20,08:56,17
29.12.20,08:56,30
28.12.20,08:59,16
28.12.20,08:59,17
28.12.20,08:59,27
27.12.20,13:09,17
27.12.20,13:09,16
27.12.20,13:09,33
23.12.20,09:00,25
23.12.20,09:00,14
23.12.20,09:00,15
22.12.20,08:57,14
22.12.20,08:57,18
22.12.20,08:57,28
21.12.20,09:02,15
21.12.20,09:02,14
21.12.20,09:02,27
18.12.20,08:53,11
18.12.20,08:53,12
18.12.20,08:52,23
17.12.20,08:59,9
17.12.20,08:59,18
17.12.20,08:59,25
16.12.20,08:57,13
16.12.20,08:57,13
16.12.20,08:57,27
14.12.20,09:09,15
14.12.20,09:09,14
14.12.20,09:09,30
11.12.20,09:01,17
11.12.20,09:01,20
11.12.20,09:01,30
10.12.20,09:02,19
10.12.20,09:02,20
10.12.20,09:02,28
09.12.20,09:04,14
09.12.20,09:04,20
09.12.20,09:04,26
08.12.20,09:06,13
08.12.20,09:06,19
08.12.20,09:06,37
07.12.20,10:02,18
07.12.20,10:02,20
07.12.20,10:02,39
04.12.20,09:13,17
04.12.20,09:13,23
04.12.20,09:13,37
03.12.20,09:36,22
03.12.20,09:36,25
03.12.20,09:36,34
02.12.20,08:56,24
02.12.20,08:56,24
02.12.20,08:56,31
01.12.20,09:02,14
01.12.20,09:02,21
01.12.20,09:02,33
30.11.20,08:59,15
30.11.20,08:59,17
30.11.20,08:59,31
27.11.20,15:09,11
27.11.20,15:09,15
27.11.20,15:09,28
26.11.20,09:03,9
26.11.20,09:03,18
26.11.20,09:03,35
25.11.20,09:02,16
25.11.20,09:02,19
25.11.20,09:02,25
24.11.20,09:01,16
24.11.20,09:01,22
24.11.20,09:01,30
23.11.20,09:07,12
23.11.20,09:07,20
23.11.20,09:07,30
20.11.20,09:33,11
20.11.20,09:33,15
20.11.20,09:33,25
16.11.20,15:39,11
16.11.20,15:39,14
16.11.20,15:39,21
11.11.20,09:22,10
11.11.20,09:22,12
11.11.20,09:22,22
10.11.20,09:09,11
10.11.20,09:09,14
10.11.20,09:09,20
09.11.20,09:28,14
09.11.20,09:28,15
09.11.20,09:28,24
05.11.20,12:41,15
05.11.20,12:41,10
05.11.20,12:41,25
04.11.20,09:08,10
04.11.20,09:08,10
04.11.20,09:07,25
02.11.20,09:11,10
02.11.20,09:11,12
02.11.20,09:11,23
30.10.20,12:07,12
30.10.20,12:07,12
30.10.20,00:00,18
29.10.20,23:08,8
29.10.20,23:08,9
29.10.20,23:08,18
28.10.20,09:02,10
28.10.20,08:53,8
28.10.20,08:53,18
27.10.20,09:15,10
27.10.20,09:15,7
27.10.20,09:15,20
22.10.20,09:03,8
22.10.20,09:03,12
22.10.20,09:03,18
20.10.20,09:35,9
20.10.20,09:35,13
20.10.20,09:35,18
14.10.20,09:16,8
14.10.20,09:16,10
14.10.20,09:16,14
12.10.20,08:55,6
12.10.20,08:55,5
12.10.20,08:55,15
09.10.20,09:15,3
09.10.20,09:15,7
09.10.20,09:15,12
07.10.20,09:07,7
07.10.20,09:07,7
07.10.20,09:07,13
05.10.20,09:37,2
05.10.20,09:36,7
05.10.20,09:36,14
28.09.20,12:48,7
28.09.20,09:26,7
28.09.20,09:25,14
25.09.20,09:24,6
25.09.20,09:23,8
25.09.20,09:23,13
17.09.20,23:36,3
17.09.20,09:23,7
17.09.20,09:22,10

Rauchen 
02.03.21,00:00,0
01.03.21,16:57,1
28.02.21,00:00,0
24.02.21,16:17,0
23.02.21,16:17,1
22.02.21,16:17,0
18.01.21,10:30,0
11.01.21,10:30,0
10.01.21,10:30,1
07.01.21,11:14,0
17.09.20,06:51,0
16.09.20,00:01,1
15.09.20,12:52,1
15.09.20,01:08,1
14.09.20,08:01,1
14.09.20,08:01,1
14.09.20,08:01,1
13.09.20,00:02,0
12.09.20,23:58,1
12.09.20,23:58,1
12.09.20,23:58,1
12.09.20,23:58,1
12.09.20,23:58,1
11.09.20,16:41,1
10.09.20,16:41,0
09.09.20,15:12,0
08.09.20,15:12,0
07.09.20,18:14,1
07.09.20,18:14,1
06.09.20,18:14,1
06.09.20,11:36,0
05.09.20,00:02,1
05.09.20,00:01,1
04.09.20,00:02,1
04.09.20,00:02,1
04.09.20,00:02,1
04.09.20,00:02,1
03.09.20,16:38,1
03.09.20,16:38,1
02.09.20,18:08,1
02.09.20,18:08,1
01.09.20,17:33,1
01.09.20,17:33,1
31.08.20,14:08,1
31.08.20,14:08,1
30.08.20,20:49,1
30.08.20,17:19,1
30.08.20,17:19,1
30.08.20,17:19,1
30.08.20,17:19,1
30.08.20,17:19,1
30.08.20,17:19,1
29.08.20,16:04,1
29.08.20,14:50,1
29.08.20,05:20,1
29.08.20,05:20,1
29.08.20,05:19,1
28.08.20,14:50,1
27.08.20,14:50,1
27.08.20,14:50,1
26.08.20,21:25,1
26.08.20,16:40,1
26.08.20,10:50,1
25.08.20,22:08,1
25.08.20,17:41,1
25.08.20,17:41,1
24.08.20,20:29,1
24.08.20,13:27,1
24.08.20,13:27,1
24.08.20,11:43,1
24.08.20,11:43,1
24.08.20,11:43,1
22.08.20,22:59,1
22.08.20,16:13,1
22.08.20,16:13,1
19.08.20,16:29,1
19.08.20,16:29,1
18.08.20,18:37,1
18.08.20,18:37,1
18.08.20,18:37,1
18.08.20,18:37,1
16.08.20,23:11,1
15.08.20,21:41,1
15.08.20,21:41,1
15.08.20,16:11,1
14.08.20,14:07,1
14.08.20,12:18,1
13.08.20,20:00,1
13.08.20,20:00,1
13.08.20,20:00,1
13.08.20,10:22,1
12.08.20,12:53,1
12.08.20,10:35,1
12.08.20,10:35,1
12.08.20,06:56,1
11.08.20,12:43,1
11.08.20,09:13,1
10.08.20,21:36,1
10.08.20,12:56,1
10.08.20,09:30,1
08.08.20,19:14,1
08.08.20,09:20,1
08.08.20,09:20,1
08.08.20,09:20,1
08.08.20,09:19,1
07.08.20,22:31,1
07.08.20,22:31,1
07.08.20,22:31,1
07.08.20,19:14,1
07.08.20,19:14,1
07.08.20,19:14,1
06.08.20,19:21,1
06.08.20,14:54,1
06.08.20,12:50,1
06.08.20,09:20,1
05.08.20,22:03,1
05.08.20,12:49,1
05.08.20,09:19,1
04.08.20,23:26,1
04.08.20,14:10,1
04.08.20,14:10,1
03.08.20,22:51,1
03.08.20,22:51,1
03.08.20,09:23,1
02.08.20,23:55,1
02.08.20,21:56,1
02.08.20,17:11,1
02.08.20,15:06,1
01.08.20,22:38,1
01.08.20,22:38,1
